medicine_id,generic_name,brand_name,manufacturer,category,unit_price_LKR,restock_threshold,lead_time_days,batch_id,manufacture_date,expiry_date,date,sales_qty,stock_qty,month,day_of_week,is_weekend
22,Omeprazole,Losec,AstraZeneca,Gastritis,239.62,80,3,B22-2,11/3/2024,11/3/2027,5/31/2025,16,26,5,Saturday,1
23,Omeprazole,Omeprazole Capsules,SPMC,Gastritis,153.03,120,5,B23-2,11/13/2024,11/13/2027,5/31/2025,19,1453,5,Saturday,1
24,Omeprazole,Omez,Dr Reddy,Gastritis,199.33,100,7,B24-2,1/13/2025,1/13/2028,5/31/2025,17,1192,5,Saturday,1
25,Losartan,Cozaar,MSD,Blood Pressure,227.66,120,3,B25-1,11/9/2024,11/9/2027,5/31/2025,27,1391,5,Saturday,1
26,Losartan,Losartan Tablets,SPMC,Blood Pressure,190.41,80,7,B26-1,11/20/2024,11/20/2027,5/31/2025,9,927,5,Saturday,1
27,Losartan,Losar,Local,Blood Pressure,146.2,80,3,B27-1,11/23/2024,11/23/2027,5/31/2025,20,105,5,Saturday,1
28,Salbutamol,Ventolin,GSK,Asthma,135.2,100,5,B28-1,11/1/2024,11/1/2027,5/31/2025,16,1190,5,Saturday,1
29,Salbutamol,Salbutamol Tablets,SPMC,Asthma,236.53,120,7,B29-2,3/10/2025,3/10/2028,5/31/2025,17,1657,5,Saturday,1
30,Salbutamol,Asthalin,Cipla,Asthma,153.49,100,7,B30-2,3/6/2025,3/6/2028,5/31/2025,18,1519,5,Saturday,1
1,Paracetamol,Panadol,GSK,Analgesic,137.2,100,3,B1-1,10/23/2024,10/23/2027,6/1/2025,20,3734,6,Sunday,1
2,Paracetamol,Calpol,GSK,Analgesic,159.93,120,3,B2-2,12/20/2024,12/20/2027,6/1/2025,24,1253,6,Sunday,1
3,Paracetamol,SPMC Paracetamol,SPMC,Analgesic,114.11,100,5,B3-1,11/19/2024,11/19/2027,6/1/2025,29,3535,6,Sunday,1
4,Vitamin C,Cevit,SPMC,Supplement,73.99,120,3,B4-2,2/13/2025,2/13/2027,6/1/2025,25,3692,6,Sunday,1
5,Vitamin C,Redoxon,Bayer,Supplement,174.23,100,7,B5-2,3/4/2025,3/4/2027,6/1/2025,46,2973,6,Sunday,1
6,Vitamin C,Vitamin C Tablets,SPMC,Supplement,152.72,120,7,B6-1,10/28/2024,10/28/2026,6/1/2025,35,2616,6,Sunday,1
7,Atorvastatin,Lipitor,Pfizer,Cholesterol,159.24,80,5,B7-1,11/8/2024,11/8/2027,6/1/2025,13,2161,6,Sunday,1
8,Atorvastatin,Atorva,SPMC,Cholesterol,243.93,120,7,B8-2,12/22/2024,12/22/2027,6/1/2025,22,500,6,Sunday,1
9,Atorvastatin,Atorvastatin Tablets,SPMC,Cholesterol,107.57,100,7,B9-2,2/21/2025,2/21/2028,6/1/2025,18,1361,6,Sunday,1
10,Amlodipine,Norvasc,Pfizer,Blood Pressure,75.43,120,3,B10-2,10/29/2024,10/29/2027,6/1/2025,24,1339,6,Sunday,1
11,Amlodipine,Amlodipine Tablets,SPMC,Blood Pressure,95.2,120,5,B11-2,10/26/2024,10/26/2027,6/1/2025,15,1782,6,Sunday,1
12,Amlodipine,Amlodac,Local,Blood Pressure,119.97,120,3,B12-2,11/16/2024,11/16/2027,6/1/2025,19,1928,6,Sunday,1
13,Metformin,Glucophage,Merck,Diabetes,90.35,120,5,B13-2,2/4/2025,2/4/2028,6/1/2025,11,941,6,Sunday,1
14,Metformin,Metformin Tablets,SPMC,Diabetes,208.62,100,7,B14-2,11/22/2024,11/22/2027,6/1/2025,20,2010,6,Sunday,1
15,Metformin,Glycomet,USV,Diabetes,208.73,100,5,B15-1,11/6/2024,11/6/2027,6/1/2025,6,1597,6,Sunday,1
16,Amoxicillin,Augmentin,GSK,Antibiotic,82.46,120,3,B16-1,11/7/2024,11/7/2026,6/1/2025,4,1843,6,Sunday,1
17,Amoxicillin,Amoxicillin Capsules,SPMC,Antibiotic,242.91,80,3,B17-2,2/11/2025,2/11/2027,6/1/2025,19,608,6,Sunday,1
18,Amoxicillin,Amoxil,GSK,Antibiotic,118.32,80,3,B18-1,11/4/2024,11/4/2026,6/1/2025,16,1432,6,Sunday,1
19,Chlorphenamine,Piriton,GSK,Allergy,135.51,80,7,B19-1,10/22/2024,10/22/2027,6/1/2025,11,275,6,Sunday,1
20,Chlorphenamine,Chlorphenamine Tablets,SPMC,Allergy,205.31,120,5,B20-2,11/21/2024,11/21/2027,6/1/2025,19,1062,6,Sunday,1
21,Chlorphenamine,Allermine,Local,Allergy,240.75,120,3,B21-1,11/17/2024,11/17/2027,6/1/2025,5,471,6,Sunday,1
22,Omeprazole,Losec,AstraZeneca,Gastritis,239.62,80,3,B22-2,11/3/2024,11/3/2027,6/1/2025,18,8,6,Sunday,1
23,Omeprazole,Omeprazole Capsules,SPMC,Gastritis,153.03,120,5,B23-2,11/13/2024,11/13/2027,6/1/2025,23,1430,6,Sunday,1
24,Omeprazole,Omez,Dr Reddy,Gastritis,199.33,100,7,B24-2,1/13/2025,1/13/2028,6/1/2025,26,1166,6,Sunday,1
25,Losartan,Cozaar,MSD,Blood Pressure,227.66,120,3,B25-1,11/9/2024,11/9/2027,6/1/2025,16,1375,6,Sunday,1
26,Losartan,Losartan Tablets,SPMC,Blood Pressure,190.41,80,7,B26-1,11/20/2024,11/20/2027,6/1/2025,24,903,6,Sunday,1
27,Losartan,Losar,Local,Blood Pressure,146.2,80,3,B27-1,11/23/2024,11/23/2027,6/1/2025,16,89,6,Sunday,1
28,Salbutamol,Ventolin,GSK,Asthma,135.2,100,5,B28-1,11/1/2024,11/1/2027,6/1/2025,13,1177,6,Sunday,1
29,Salbutamol,Salbutamol Tablets,SPMC,Asthma,236.53,120,7,B29-2,3/10/2025,3/10/2028,6/1/2025,20,1637,6,Sunday,1
30,Salbutamol,Asthalin,Cipla,Asthma,153.49,100,7,B30-2,3/6/2025,3/6/2028,6/1/2025,10,1509,6,Sunday,1
1,Paracetamol,Panadol,GSK,Analgesic,137.2,100,3,B1-1,10/23/2024,10/23/2027,6/2/2025,16,3718,6,Monday,0
2,Paracetamol,Calpol,GSK,Analgesic,159.93,120,3,B2-2,12/20/2024,12/20/2027,6/2/2025,36,1217,6,Monday,0
3,Paracetamol,SPMC Paracetamol,SPMC,Analgesic,114.11,100,5,B3-1,11/19/2024,11/19/2027,6/2/2025,21,3514,6,Monday,0
4,Vitamin C,Cevit,SPMC,Supplement,73.99,120,3,B4-2,2/13/2025,2/13/2027,6/2/2025,24,3668,6,Monday,0
5,Vitamin C,Redoxon,Bayer,Supplement,174.23,100,7,B5-2,3/4/2025,3/4/2027,6/2/2025,29,2944,6,Monday,0
6,Vitamin C,Vitamin C Tablets,SPMC,Supplement,152.72,120,7,B6-1,10/28/2024,10/28/2026,6/2/2025,30,2586,6,Monday,0
7,Atorvastatin,Lipitor,Pfizer,Cholesterol,159.24,80,5,B7-1,11/8/2024,11/8/2027,6/2/2025,9,2152,6,Monday,0
8,Atorvastatin,Atorva,SPMC,Cholesterol,243.93,120,7,B8-2,12/22/2024,12/22/2027,6/2/2025,11,489,6,Monday,0
9,Atorvastatin,Atorvastatin Tablets,SPMC,Cholesterol,107.57,100,7,B9-2,2/21/2025,2/21/2028,6/2/2025,10,1351,6,Monday,0
10,Amlodipine,Norvasc,Pfizer,Blood Pressure,75.43,120,3,B10-2,10/29/2024,10/29/2027,6/2/2025,18,1321,6,Monday,0
11,Amlodipine,Amlodipine Tablets,SPMC,Blood Pressure,95.2,120,5,B11-2,10/26/2024,10/26/2027,6/2/2025,10,1772,6,Monday,0
12,Amlodipine,Amlodac,Local,Blood Pressure,119.97,120,3,B12-2,11/16/2024,11/16/2027,6/2/2025,11,1917,6,Monday,0
13,Metformin,Glucophage,Merck,Diabetes,90.35,120,5,B13-2,2/4/2025,2/4/2028,6/2/2025,15,926,6,Monday,0
14,Metformin,Metformin Tablets,SPMC,Diabetes,208.62,100,7,B14-2,11/22/2024,11/22/2027,6/2/2025,11,1999,6,Monday,0
15,Metformin,Glycomet,USV,Diabetes,208.73,100,5,B15-1,11/6/2024,11/6/2027,6/2/2025,25,1572,6,Monday,0
16,Amoxicillin,Augmentin,GSK,Antibiotic,82.46,120,3,B16-1,11/7/2024,11/7/2026,6/2/2025,18,1825,6,Monday,0
17,Amoxicillin,Amoxicillin Capsules,SPMC,Antibiotic,242.91,80,3,B17-2,2/11/2025,2/11/2027,6/2/2025,10,598,6,Monday,0
18,Amoxicillin,Amoxil,GSK,Antibiotic,118.32,80,3,B18-1,11/4/2024,11/4/2026,6/2/2025,12,1420,6,Monday,0
19,Chlorphenamine,Piriton,GSK,Allergy,135.51,80,7,B19-1,10/22/2024,10/22/2027,6/2/2025,3,272,6,Monday,0
20,Chlorphenamine,Chlorphenamine Tablets,SPMC,Allergy,205.31,120,5,B20-2,11/21/2024,11/21/2027,6/2/2025,8,1054,6,Monday,0
21,Chlorphenamine,Allermine,Local,Allergy,240.75,120,3,B21-1,11/17/2024,11/17/2027,6/2/2025,13,458,6,Monday,0
22,Omeprazole,Losec,AstraZeneca,Gastritis,239.62,80,3,B22-2,11/3/2024,11/3/2027,6/2/2025,8,0,6,Monday,0
22,Omeprazole,Losec,AstraZeneca,Gastritis,239.62,80,3,B22-1,11/16/2024,11/16/2027,6/2/2025,21,2378,6,Monday,0
23,Omeprazole,Omeprazole Capsules,SPMC,Gastritis,153.03,120,5,B23-2,11/13/2024,11/13/2027,6/2/2025,18,1412,6,Monday,0
24,Omeprazole,Omez,Dr Reddy,Gastritis,199.33,100,7,B24-2,1/13/2025,1/13/2028,6/2/2025,8,1158,6,Monday,0
25,Losartan,Cozaar,MSD,Blood Pressure,227.66,120,3,B25-1,11/9/2024,11/9/2027,6/2/2025,21,1354,6,Monday,0
26,Losartan,Losartan Tablets,SPMC,Blood Pressure,190.41,80,7,B26-1,11/20/2024,11/20/2027,6/2/2025,16,887,6,Monday,0
27,Losartan,Losar,Local,Blood Pressure,146.2,80,3,B27-1,11/23/2024,11/23/2027,6/2/2025,13,76,6,Monday,0
28,Salbutamol,Ventolin,GSK,Asthma,135.2,100,5,B28-1,11/1/2024,11/1/2027,6/2/2025,20,1157,6,Monday,0
29,Salbutamol,Salbutamol Tablets,SPMC,Asthma,236.53,120,7,B29-2,3/10/2025,3/10/2028,6/2/2025,18,1619,6,Monday,0
30,Salbutamol,Asthalin,Cipla,Asthma,153.49,100,7,B30-2,3/6/2025,3/6/2028,6/2/2025,12,1497,6,Monday,0
1,Paracetamol,Panadol,GSK,Analgesic,137.2,100,3,B1-1,10/23/2024,10/23/2027,6/3/2025,34,3684,6,Tuesday,0
2,Paracetamol,Calpol,GSK,Analgesic,159.93,120,3,B2-2,12/20/2024,12/20/2027,6/3/2025,17,1200,6,Tuesday,0
3,Paracetamol,SPMC Paracetamol,SPMC,Analgesic,114.11,100,5,B3-1,11/19/2024,11/19/2027,6/3/2025,19,3495,6,Tuesday,0
4,Vitamin C,Cevit,SPMC,Supplement,73.99,120,3,B4-2,2/13/2025,2/13/2027,6/3/2025,19,3649,6,Tuesday,0
5,Vitamin C,Redoxon,Bayer,Supplement,174.23,100,7,B5-2,3/4/2025,3/4/2027,6/3/2025,21,2923,6,Tuesday,0
6,Vitamin C,Vitamin C Tablets,SPMC,Supplement,152.72,120,7,B6-1,10/28/2024,10/28/2026,6/3/2025,32,2554,6,Tuesday,0
7,Atorvastatin,Lipitor,Pfizer,Cholesterol,159.24,80,5,B7-1,11/8/2024,11/8/2027,6/3/2025,18,2134,6,Tuesday,0
8,Atorvastatin,Atorva,SPMC,Cholesterol,243.93,120,7,B8-2,12/22/2024,12/22/2027,6/3/2025,23,466,6,Tuesday,0
9,Atorvastatin,Atorvastatin Tablets,SPMC,Cholesterol,107.57,100,7,B9-2,2/21/2025,2/21/2028,6/3/2025,7,1344,6,Tuesday,0
10,Amlodipine,Norvasc,Pfizer,Blood Pressure,75.43,120,3,B10-2,10/29/2024,10/29/2027,6/3/2025,18,1303,6,Tuesday,0
11,Amlodipine,Amlodipine Tablets,SPMC,Blood Pressure,95.2,120,5,B11-2,10/26/2024,10/26/2027,6/3/2025,12,1760,6,Tuesday,0
12,Amlodipine,Amlodac,Local,Blood Pressure,119.97,120,3,B12-2,11/16/2024,11/16/2027,6/3/2025,22,1895,6,Tuesday,0
13,Metformin,Glucophage,Merck,Diabetes,90.35,120,5,B13-2,2/4/2025,2/4/2028,6/3/2025,33,893,6,Tuesday,0
14,Metformin,Metformin Tablets,SPMC,Diabetes,208.62,100,7,B14-2,11/22/2024,11/22/2027,6/3/2025,29,1970,6,Tuesday,0
15,Metformin,Glycomet,USV,Diabetes,208.73,100,5,B15-1,11/6/2024,11/6/2027,6/3/2025,8,1564,6,Tuesday,0
16,Amoxicillin,Augmentin,GSK,Antibiotic,82.46,120,3,B16-1,11/7/2024,11/7/2026,6/3/2025,17,1808,6,Tuesday,0
17,Amoxicillin,Amoxicillin Capsules,SPMC,Antibiotic,242.91,80,3,B17-2,2/11/2025,2/11/2027,6/3/2025,11,587,6,Tuesday,0
18,Amoxicillin,Amoxil,GSK,Antibiotic,118.32,80,3,B18-1,11/4/2024,11/4/2026,6/3/2025,23,1397,6,Tuesday,0
19,Chlorphenamine,Piriton,GSK,Allergy,135.51,80,7,B19-1,10/22/2024,10/22/2027,6/3/2025,3,269,6,Tuesday,0
20,Chlorphenamine,Chlorphenamine Tablets,SPMC,Allergy,205.31,120,5,B20-2,11/21/2024,11/21/2027,6/3/2025,4,1050,6,Tuesday,0
21,Chlorphenamine,Allermine,Local,Allergy,240.75,120,3,B21-1,11/17/2024,11/17/2027,6/3/2025,17,441,6,Tuesday,0
22,Omeprazole,Losec,AstraZeneca,Gastritis,239.62,80,3,B22-1,11/16/2024,11/16/2027,6/3/2025,9,2369,6,Tuesday,0
23,Omeprazole,Omeprazole Capsules,SPMC,Gastritis,153.03,120,5,B23-2,11/13/2024,11/13/2027,6/3/2025,18,1394,6,Tuesday,0
24,Omeprazole,Omez,Dr Reddy,Gastritis,199.33,100,7,B24-2,1/13/2025,1/13/2028,6/3/2025,17,1141,6,Tuesday,0
25,Losartan,Cozaar,MSD,Blood Pressure,227.66,120,3,B25-1,11/9/2024,11/9/2027,6/3/2025,14,1340,6,Tuesday,0
26,Losartan,Losartan Tablets,SPMC,Blood Pressure,190.41,80,7,B26-1,11/20/2024,11/20/2027,6/3/2025,14,873,6,Tuesday,0
27,Losartan,Losar,Local,Blood Pressure,146.2,80,3,B27-1,11/23/2024,11/23/2027,6/3/2025,14,62,6,Tuesday,0
28,Salbutamol,Ventolin,GSK,Asthma,135.2,100,5,B28-1,11/1/2024,11/1/2027,6/3/2025,14,1143,6,Tuesday,0
29,Salbutamol,Salbutamol Tablets,SPMC,Asthma,236.53,120,7,B29-2,3/10/2025,3/10/2028,6/3/2025,9,1610,6,Tuesday,0
30,Salbutamol,Asthalin,Cipla,Asthma,153.49,100,7,B30-2,3/6/2025,3/6/2028,6/3/2025,21,1476,6,Tuesday,0
1,Paracetamol,Panadol,GSK,Analgesic,137.2,100,3,B1-1,10/23/2024,10/23/2027,6/4/2025,31,3653,6,Wednesday,0
2,Paracetamol,Calpol,GSK,Analgesic,159.93,120,3,B2-2,12/20/2024,12/20/2027,6/4/2025,22,1178,6,Wednesday,0
3,Paracetamol,SPMC Paracetamol,SPMC,Analgesic,114.11,100,5,B3-1,11/19/2024,11/19/2027,6/4/2025,29,3466,6,Wednesday,0
4,Vitamin C,Cevit,SPMC,Supplement,73.99,120,3,B4-2,2/13/2025,2/13/2027,6/4/2025,14,3635,6,Wednesday,0
5,Vitamin C,Redoxon,Bayer,Supplement,174.23,100,7,B5-2,3/4/2025,3/4/2027,6/4/2025,31,2892,6,Wednesday,0
6,Vitamin C,Vitamin C Tablets,SPMC,Supplement,152.72,120,7,B6-1,10/28/2024,10/28/2026,6/4/2025,10,2544,6,Wednesday,0
7,Atorvastatin,Lipitor,Pfizer,Cholesterol,159.24,80,5,B7-1,11/8/2024,11/8/2027,6/4/2025,14,2120,6,Wednesday,0
8,Atorvastatin,Atorva,SPMC,Cholesterol,243.93,120,7,B8-2,12/22/2024,12/22/2027,6/4/2025,13,453,6,Wednesday,0
9,Atorvastatin,Atorvastatin Tablets,SPMC,Cholesterol,107.57,100,7,B9-2,2/21/2025,2/21/2028,6/4/2025,9,1335,6,Wednesday,0
10,Amlodipine,Norvasc,Pfizer,Blood Pressure,75.43,120,3,B10-2,10/29/2024,10/29/2027,6/4/2025,14,1289,6,Wednesday,0
11,Amlodipine,Amlodipine Tablets,SPMC,Blood Pressure,95.2,120,5,B11-2,10/26/2024,10/26/2027,6/4/2025,9,1751,6,Wednesday,0
12,Amlodipine,Amlodac,Local,Blood Pressure,119.97,120,3,B12-2,11/16/2024,11/16/2027,6/4/2025,26,1869,6,Wednesday,0
13,Metformin,Glucophage,Merck,Diabetes,90.35,120,5,B13-2,2/4/2025,2/4/2028,6/4/2025,13,880,6,Wednesday,0
14,Metformin,Metformin Tablets,SPMC,Diabetes,208.62,100,7,B14-2,11/22/2024,11/22/2027,6/4/2025,22,1948,6,Wednesday,0
15,Metformin,Glycomet,USV,Diabetes,208.73,100,5,B15-1,11/6/2024,11/6/2027,6/4/2025,19,1545,6,Wednesday,0
16,Amoxicillin,Augmentin,GSK,Antibiotic,82.46,120,3,B16-1,11/7/2024,11/7/2026,6/4/2025,12,1796,6,Wednesday,0
17,Amoxicillin,Amoxicillin Capsules,SPMC,Antibiotic,242.91,80,3,B17-2,2/11/2025,2/11/2027,6/4/2025,10,577,6,Wednesday,0
18,Amoxicillin,Amoxil,GSK,Antibiotic,118.32,80,3,B18-1,11/4/2024,11/4/2026,6/4/2025,11,1386,6,Wednesday,0
19,Chlorphenamine,Piriton,GSK,Allergy,135.51,80,7,B19-1,10/22/2024,10/22/2027,6/4/2025,11,258,6,Wednesday,0
20,Chlorphenamine,Chlorphenamine Tablets,SPMC,Allergy,205.31,120,5,B20-2,11/21/2024,11/21/2027,6/4/2025,14,1036,6,Wednesday,0
21,Chlorphenamine,Allermine,Local,Allergy,240.75,120,3,B21-1,11/17/2024,11/17/2027,6/4/2025,7,434,6,Wednesday,0
22,Omeprazole,Losec,AstraZeneca,Gastritis,239.62,80,3,B22-1,11/16/2024,11/16/2027,6/4/2025,15,2354,6,Wednesday,0
23,Omeprazole,Omeprazole Capsules,SPMC,Gastritis,153.03,120,5,B23-2,11/13/2024,11/13/2027,6/4/2025,17,1377,6,Wednesday,0
24,Omeprazole,Omez,Dr Reddy,Gastritis,199.33,100,7,B24-2,1/13/2025,1/13/2028,6/4/2025,27,1114,6,Wednesday,0
25,Losartan,Cozaar,MSD,Blood Pressure,227.66,120,3,B25-1,11/9/2024,11/9/2027,6/4/2025,16,1324,6,Wednesday,0
26,Losartan,Losartan Tablets,SPMC,Blood Pressure,190.41,80,7,B26-1,11/20/2024,11/20/2027,6/4/2025,14,859,6,Wednesday,0
27,Losartan,Losar,Local,Blood Pressure,146.2,80,3,B27-1,11/23/2024,11/23/2027,6/4/2025,11,51,6,Wednesday,0
28,Salbutamol,Ventolin,GSK,Asthma,135.2,100,5,B28-1,11/1/2024,11/1/2027,6/4/2025,16,1127,6,Wednesday,0
29,Salbutamol,Salbutamol Tablets,SPMC,Asthma,236.53,120,7,B29-2,3/10/2025,3/10/2028,6/4/2025,19,1591,6,Wednesday,0
30,Salbutamol,Asthalin,Cipla,Asthma,153.49,100,7,B30-2,3/6/2025,3/6/2028,6/4/2025,24,1452,6,Wednesday,0
1,Paracetamol,Panadol,GSK,Analgesic,137.2,100,3,B1-1,10/23/2024,10/23/2027,6/5/2025,29,3624,6,Thursday,0
2,Paracetamol,Calpol,GSK,Analgesic,159.93,120,3,B2-2,12/20/2024,12/20/2027,6/5/2025,21,1157,6,Thursday,0
3,Paracetamol,SPMC Paracetamol,SPMC,Analgesic,114.11,100,5,B3-1,11/19/2024,11/19/2027,6/5/2025,19,3447,6,Thursday,0
4,Vitamin C,Cevit,SPMC,Supplement,73.99,120,3,B4-2,2/13/2025,2/13/2027,6/5/2025,33,3602,6,Thursday,0
5,Vitamin C,Redoxon,Bayer,Supplement,174.23,100,7,B5-2,3/4/2025,3/4/2027,6/5/2025,25,2867,6,Thursday,0
6,Vitamin C,Vitamin C Tablets,SPMC,Supplement,152.72,120,7,B6-1,10/28/2024,10/28/2026,6/5/2025,22,2522,6,Thursday,0
7,Atorvastatin,Lipitor,Pfizer,Cholesterol,159.24,80,5,B7-1,11/8/2024,11/8/2027,6/5/2025,9,2111,6,Thursday,0
8,Atorvastatin,Atorva,SPMC,Cholesterol,243.93,120,7,B8-2,12/22/2024,12/22/2027,6/5/2025,11,442,6,Thursday,0
9,Atorvastatin,Atorvastatin Tablets,SPMC,Cholesterol,107.57,100,7,B9-2,2/21/2025,2/21/2028,6/5/2025,15,1320,6,Thursday,0
10,Amlodipine,Norvasc,Pfizer,Blood Pressure,75.43,120,3,B10-2,10/29/2024,10/29/2027,6/5/2025,4,1285,6,Thursday,0
11,Amlodipine,Amlodipine Tablets,SPMC,Blood Pressure,95.2,120,5,B11-2,10/26/2024,10/26/2027,6/5/2025,20,1731,6,Thursday,0
12,Amlodipine,Amlodac,Local,Blood Pressure,119.97,120,3,B12-2,11/16/2024,11/16/2027,6/5/2025,16,1853,6,Thursday,0
13,Metformin,Glucophage,Merck,Diabetes,90.35,120,5,B13-2,2/4/2025,2/4/2028,6/5/2025,15,865,6,Thursday,0
14,Metformin,Metformin Tablets,SPMC,Diabetes,208.62,100,7,B14-2,11/22/2024,11/22/2027,6/5/2025,15,1933,6,Thursday,0
15,Metformin,Glycomet,USV,Diabetes,208.73,100,5,B15-1,11/6/2024,11/6/2027,6/5/2025,21,1524,6,Thursday,0
16,Amoxicillin,Augmentin,GSK,Antibiotic,82.46,120,3,B16-1,11/7/2024,11/7/2026,6/5/2025,11,1785,6,Thursday,0
17,Amoxicillin,Amoxicillin Capsules,SPMC,Antibiotic,242.91,80,3,B17-2,2/11/2025,2/11/2027,6/5/2025,16,561,6,Thursday,0
18,Amoxicillin,Amoxil,GSK,Antibiotic,118.32,80,3,B18-1,11/4/2024,11/4/2026,6/5/2025,10,1376,6,Thursday,0
19,Chlorphenamine,Piriton,GSK,Allergy,135.51,80,7,B19-1,10/22/2024,10/22/2027,6/5/2025,7,251,6,Thursday,0
20,Chlorphenamine,Chlorphenamine Tablets,SPMC,Allergy,205.31,120,5,B20-2,11/21/2024,11/21/2027,6/5/2025,11,1025,6,Thursday,0
21,Chlorphenamine,Allermine,Local,Allergy,240.75,120,3,B21-1,11/17/2024,11/17/2027,6/5/2025,9,425,6,Thursday,0
22,Omeprazole,Losec,AstraZeneca,Gastritis,239.62,80,3,B22-1,11/16/2024,11/16/2027,6/5/2025,15,2339,6,Thursday,0
23,Omeprazole,Omeprazole Capsules,SPMC,Gastritis,153.03,120,5,B23-2,11/13/2024,11/13/2027,6/5/2025,22,1355,6,Thursday,0
24,Omeprazole,Omez,Dr Reddy,Gastritis,199.33,100,7,B24-2,1/13/2025,1/13/2028,6/5/2025,15,1099,6,Thursday,0
25,Losartan,Cozaar,MSD,Blood Pressure,227.66,120,3,B25-1,11/9/2024,11/9/2027,6/5/2025,11,1313,6,Thursday,0
26,Losartan,Losartan Tablets,SPMC,Blood Pressure,190.41,80,7,B26-1,11/20/2024,11/20/2027,6/5/2025,9,850,6,Thursday,0
27,Losartan,Losar,Local,Blood Pressure,146.2,80,3,B27-1,11/23/2024,11/23/2027,6/5/2025,9,42,6,Thursday,0
28,Salbutamol,Ventolin,GSK,Asthma,135.2,100,5,B28-1,11/1/2024,11/1/2027,6/5/2025,8,1119,6,Thursday,0
29,Salbutamol,Salbutamol Tablets,SPMC,Asthma,236.53,120,7,B29-2,3/10/2025,3/10/2028,6/5/2025,19,1572,6,Thursday,0
30,Salbutamol,Asthalin,Cipla,Asthma,153.49,100,7,B30-2,3/6/2025,3/6/2028,6/5/2025,15,1437,6,Thursday,0
1,Paracetamol,Panadol,GSK,Analgesic,137.2,100,3,B1-1,10/23/2024,10/23/2027,6/6/2025,18,3606,6,Friday,0
2,Paracetamol,Calpol,GSK,Analgesic,159.93,120,3,B2-2,12/20/2024,12/20/2027,6/6/2025,32,1125,6,Friday,0
3,Paracetamol,SPMC Paracetamol,SPMC,Analgesic,114.11,100,5,B3-1,11/19/2024,11/19/2027,6/6/2025,34,3413,6,Friday,0
4,Vitamin C,Cevit,SPMC,Supplement,73.99,120,3,B4-2,2/13/2025,2/13/2027,6/6/2025,20,3582,6,Friday,0
5,Vitamin C,Redoxon,Bayer,Supplement,174.23,100,7,B5-2,3/4/2025,3/4/2027,6/6/2025,41,2826,6,Friday,0
6,Vitamin C,Vitamin C Tablets,SPMC,Supplement,152.72,120,7,B6-1,10/28/2024,10/28/2026,6/6/2025,25,2497,6,Friday,0
7,Atorvastatin,Lipitor,Pfizer,Cholesterol,159.24,80,5,B7-1,11/8/2024,11/8/2027,6/6/2025,5,2106,6,Friday,0
8,Atorvastatin,Atorva,SPMC,Cholesterol,243.93,120,7,B8-2,12/22/2024,12/22/2027,6/6/2025,19,423,6,Friday,0
9,Atorvastatin,Atorvastatin Tablets,SPMC,Cholesterol,107.57,100,7,B9-2,2/21/2025,2/21/2028,6/6/2025,15,1305,6,Friday,0
10,Amlodipine,Norvasc,Pfizer,Blood Pressure,75.43,120,3,B10-2,10/29/2024,10/29/2027,6/6/2025,26,1259,6,Friday,0
11,Amlodipine,Amlodipine Tablets,SPMC,Blood Pressure,95.2,120,5,B11-2,10/26/2024,10/26/2027,6/6/2025,26,1705,6,Friday,0
12,Amlodipine,Amlodac,Local,Blood Pressure,119.97,120,3,B12-2,11/16/2024,11/16/2027,6/6/2025,13,1840,6,Friday,0
13,Metformin,Glucophage,Merck,Diabetes,90.35,120,5,B13-2,2/4/2025,2/4/2028,6/6/2025,18,847,6,Friday,0
14,Metformin,Metformin Tablets,SPMC,Diabetes,208.62,100,7,B14-2,11/22/2024,11/22/2027,6/6/2025,18,1915,6,Friday,0
15,Metformin,Glycomet,USV,Diabetes,208.73,100,5,B15-1,11/6/2024,11/6/2027,6/6/2025,18,1506,6,Friday,0
16,Amoxicillin,Augmentin,GSK,Antibiotic,82.46,120,3,B16-1,11/7/2024,11/7/2026,6/6/2025,9,1776,6,Friday,0
17,Amoxicillin,Amoxicillin Capsules,SPMC,Antibiotic,242.91,80,3,B17-2,2/11/2025,2/11/2027,6/6/2025,15,546,6,Friday,0
18,Amoxicillin,Amoxil,GSK,Antibiotic,118.32,80,3,B18-1,11/4/2024,11/4/2026,6/6/2025,17,1359,6,Friday,0
19,Chlorphenamine,Piriton,GSK,Allergy,135.51,80,7,B19-1,10/22/2024,10/22/2027,6/6/2025,8,243,6,Friday,0
20,Chlorphenamine,Chlorphenamine Tablets,SPMC,Allergy,205.31,120,5,B20-2,11/21/2024,11/21/2027,6/6/2025,14,1011,6,Friday,0
21,Chlorphenamine,Allermine,Local,Allergy,240.75,120,3,B21-1,11/17/2024,11/17/2027,6/6/2025,8,417,6,Friday,0
22,Omeprazole,Losec,AstraZeneca,Gastritis,239.62,80,3,B22-1,11/16/2024,11/16/2027,6/6/2025,20,2319,6,Friday,0
23,Omeprazole,Omeprazole Capsules,SPMC,Gastritis,153.03,120,5,B23-2,11/13/2024,11/13/2027,6/6/2025,20,1335,6,Friday,0
24,Omeprazole,Omez,Dr Reddy,Gastritis,199.33,100,7,B24-2,1/13/2025,1/13/2028,6/6/2025,20,1079,6,Friday,0
25,Losartan,Cozaar,MSD,Blood Pressure,227.66,120,3,B25-1,11/9/2024,11/9/2027,6/6/2025,18,1295,6,Friday,0
